Year,Date,Time,Operator,Flight,Fatalities,Summary,Location,Latitude,Longitude,geometry
1993,7/23/1993,15:40,China Northwest Airlines,2119,55,The aircraft crashed into a lake after it was unable to get airborne while attempting to takeoff. Mechanical failure. Flaps selected but did not extend.,"Yinchuan, China",38.4829194,106.2116014,POINT (38.48291939999999 106.2116014)
1993,7/26/1993,15:48,Asiana Airlines,733,68,The aircraft hit Mt. Ungeo at 800 ft. while on approach after two missed landing attempts in high winds and heavy rain. Captain's decision to land in weather that had fallen below minima.,"Haenam, South Korea",37.5392174,127.2149292,POINT (37.5392174 127.2149292)
1993,7/30/1993,,Hornbill Airways,,1,The aircraft ran low of fuel while en route and crashed during the subsequent attempted forced landing on open ground in the jungle. The aircraft strayed off course after encountering poor weather conditions.,"Serawak, Malaysia",2.527573,113.772657,POINT (2.527573 113.772657)
1993,7/31/1993,13:00,Everest Air,,19,"The aircraft flew into a hillside during a visual approach to Bharatpur. The accident happened in daylight and good weather, however,  the mountains were shrouded in clouds.","Devghat, Nepal",27.79645715,84.40690657,POINT (27.79645715 84.40690656777021)
1993,8/18/1993,16:56,American International Airways,808,0,"The cargo plane crashed 1/4 of a mile short of the runway, while on approach. the captain had decided, for no particular reason, to  land from the west, requiring a sharp turn just before the runway to stay within the US-controlled military base. He then became fixated on sighting the strobe light marking the border, not having    been informed that it was not working. Primary cause was impaired judgment, decision-making, and flying abilities of the captain and flight crew due to the effects of fatigue.","Leeward Point Airfield, Guantanamo Bay, Cuba",19.910475,-75.208893,POINT (19.910475 -75.208893)
1993,8/26/1993,,Sakha Airlines,301,24,A sudden pitch-up during approach led the crew to go-around.  The pitch-up continued until the plane stalled and crashed.  Improperly loaded baggage shifted the center of gravity beyond the acceptable limit.,"Aldan, Russia",58.608414,125.388222,POINT (58.608414 125.388222)
1993,8/28/1993,10:45,Tajikistan Airlines,,82,"While taking off, the aircraft, overloaded by 3 times the number of people the plane was designed for, never got airborne, overran the runway and crashed into the Pyanj river. The crew was coerced into taking off by armed men who commandeered the plane.","Khorag, Tajikistan",38.185311,72.571946,POINT (38.185311 72.571946)
1993,9/14/1993,16:43,Lufthansa,LH2904,2,"The aircraft skidded off  the end of the runway while landing. The crew was made aware of windshear at approach end of runway but not of poor water drainage on the runway nor a change in wind direction. A very light touch of the runway surface with the landing gear and lack of compression of the left landing gear leg to the extent understood by the aircraft computer as the actual landing, resulted in delayed deployment of spoilers and thrust reversers. The delay was about 9 seconds. Thus, the braking commenced with delay and in a condition of heavy rain and strong tailwind the aircraft did not stop on the runway. The aircraft was named ""Kulbach.""","Warsaw, Poland",52.2319581,21.0067249,POINT (52.2319581 21.0067249)
1993,9/21/1993,16:25,Transair Georgia Airlines,,27,Crashed into the sea. Shot down with a missile by Abkhazi separatist rebels.,"Sukhumi, Georgia",43.0033629,41.0192741,POINT (43.0033629 41.0192741)
1993,9/22/1993,18:30,Transair Georgia Airlines,,108,The aircraft was hit by a missile then crash landed on the runway. Terrorist act  by Abkhazian rebels.,"Sukhumi, Georgia",43.0033629,41.0192741,POINT (43.0033629 41.0192741)
1993,10/4/1993,,Military - Georgian Air Force,,60,,"Svanetia, Georgia",18.2415,-76.80405,POINT (18.2415 -76.80405)
1993,10/25/1993,,Hibiscus Air,,9,"The plane was on a senic flight of the Mt. Cook area and impacted Franz Josef Glacier at 4,500 ft. The aircraft became trapped in a narrow valley and as the pilot attempted to turn around within the valley the aircraft stalled while it was in a steep bank.","Franz Josef Glacier, New Zealand",-43.47573685,170.198137,POINT (-43.47573685 170.198136976406)
1993,10/26/1993,13:04,China Eastern Airlines,5398,2,"While landing during a rainstorm, the aircraft went off the end of the runway, into a swamp, collapsing the landing gear and breaking the fuselage into three sections.","Fuzhou, China",27.9957951,116.353245,POINT (27.9957951 116.353245)
1993,10/27/1993,19:30,Wideroe's Flyveselksap,,7,"The aircraft descended below minima during a localizer approach, without a glideslope, struck the top of trees and crashed into a swamp in heavy rain showers and strong winds.","Namsos, Norway",64.46663725,11.33450472,POINT (64.46663725000001 11.3345047204946)
1993,11/10/1993,18:05,Air Manitoba,205,7,"The aircraft took off and made a low right turn, struck trees and crashed. The crew most likely lost situational awareness and as a result did not detect the increasing deviation from their intended flight path. Contributing factor was the loss of AC power to some of the flight instruments the reason for which could not be determined.","Sandy Lake, Canada",56.9784947,-107.2786171,POINT (56.97849470000001 -107.2786171)
1993,11/13/1993,14:55,China Northern Airlines,6901,12,"The plane crashed short of the runway while landing in dense fog, hitting power lines and a wall. The autopilot disconnected during approach and re-engaged with the vertical speed mode at 800ft/min.","Urumqi, China",43.419754,87.319461,POINT (43.419754 87.319461)
1993,11/15/1993,19:07,Magistralnye Avialinii,,17,Crashed while in a holding pattern and after running out of fuel. The crew did not follow a standard holding pattern.,"Kerman, Iran",29.571858,57.301047,POINT (29.571858 57.301047)
1993,11/20/1993,23:30,Aviaimpex (Macedonia),110,116,The airliner crashed and exploded after an aborted landing at Ohrid Airport. The aircraft was diverted to Ohrid because of bad weather. Violation of airport traffic pattern. The flight had earlier carried out a missed approach but the crew had reportedly failed to follow the normal procedure and as a result lost situational awareness. The VOR beacon not working. Misunderstanding because air traffic controller spoke Macedonian while the crew used Russian and English in their transmissions.,"Ohrid, Macedonia",41.1170203,20.8017387,POINT (41.1170203 20.8017387)
1993,12/1/1993,19:50,Express Airlines - Northwest Airlink,5719,18,"While on approach, the aircraft collided with trees and terrain 3 miles from the runway threshold in fog and freezing drizzle. Delay by the captain to start the descent which led to a breakdown in crew coordination and the loss of altitude awareness by the flightcrew during an unstabilized approach in night instrument meteorological conditions.","Hibbing, Minnesota",47.427155,-92.937689,POINT (47.427155 -92.93768900000001)
1993,12/3/1993,,Arctic Wings & Rotors,,7,"Four minutes after taking off the pilot reported he was having engine problems and was returning. The aircraft subsequently crashed onto a frozen lake, 7.7nm from the airfield in darkness.","Tuktoyaktuk, NWT, Canada",69.454775,-133.049201,POINT (69.454775 -133.049201)
1993,12/9/1993,,Air Senegal / Gambia Airways,,3,"Midair collision. The Twin Otter, which was descending inbound to Dakar, collided with a Gambia Airways aircraft which had just taken off. The Twin Otter crashed into the sea. Failure to maintain assigned altitude. Three killed aboard the Twin Otter. The YS-11 was able to land safely.","Dakar, Senegal",14.693425,-17.447938,POINT (14.693425 -17.447938)
1993,12/13/1993,9:20,Lao Aviation,,18,Crashed on approach to Phongsavanh Airport after striking trees in heavy fog.,"Phonesavanh, Laos",17.948759,102.624672,POINT (17.948759 102.624672)
1993,12/15/1993,14:00,Military - Philippine Air Force,,29,"Flew into the side of Mt. Manase at 2,000 ft., 21nm from the airport  during a VOR approach to Naga. The pilot descended too low in heavy rain and zero visibility.","Naga, Philippines",13.6240122,123.1850318,POINT (13.6240122 123.1850318)
1993,12/26/1993,20:57,Kuban Airlines,5719,36,The aircraft stalled and crashed in fog when the tail struck the runway as the pilot attempted a go-around as it landed at Gyumri.,"Gyumri, Armenia",40.7810335,43.85065024,POINT (40.7810335 43.85065023704099)
1994,1/3/1994,12:08,Baikal Air,130,124,"The plane crashed during takeoff following a fire in the No. 2 engine and subsequent loss of the two remaining engines. Faulty air starter unit. Crew took off ignoring the ""starter warning light"" thinking it was false.  The crew underestimated the severity of the situation due to shortcomings in the operational documentation.  Breakup of the No.2 engine starter, damaging fuel and oil lines and causing a fire.","Mamony, Siberia, Russia",52.303055,104.155769,POINT (52.303055 104.155769)
1994,1/7/1994,23:21,Atlantic Coast Airlines (United Express),6291,5,"The aircraft stalled 1.2 miles east of runway 28L during an ILS approach. An aerodynamic stall occurred when the flightcrew allowed the airspeed to decay to stall speed following a poorly planned and executed approach characterized by an absence of procedural discipline. Improper pilot response to the stall warning including failure to advance the power levers to maximum and inappropriately raising the flaps. Flightcrew's inexperience in a  ""glass cockpit"" automated aircraft.","Columbus, Ohio",39.9622601,-83.0007065,POINT (39.9622601 -83.00070649999998)
1994,2/24/1994,11:16,North Western Air Transport,SP9045,13,"While on approach the nose pitched up, the aircraft stalled and crashed short of the runway. Icing of the horizontal stabilizer.","Nalchik, Russia",43.4883695,43.61056019,POINT (43.4883695 43.610560193588)
1994,2/25/1994,19:46,British World Airways,4272,1,"The cargo plane struck trees and high terrain after losing three engines during severe icing. Multiple engine failures occurred as a result of flight in extreme icing conditions. Incomplete performance of the emergency drills by the crew, as a result of not referring to the Emergency Checklist, prejudiced the chances of successful engine re-starts. Crew actions for securing and re-starting the failed engines, which were not in accordance with the operator's procedures, limited the power available. The drag from two unfeathered propellers of the failed engines and the weight of the heavily iced airframe resulted in a loss of height and control before the chosen diversion airfield could be reached. Poor Crew Resource Management reduced the potential for emergency planning, decision making and workload sharing. Consequently, the crew had no contingency plan for the avoidance of the forecast severe icing conditions, and also was unaware of the relative position of a closer diversion airfield which could have been chosen by making more effective use of air traffic services.","East Midlands, England",52.79657515,-0.671822257,POINT (52.79657515 -0.671822256833873)
1994,2/25/1994,,Expresso Aéreo,,31,"The plane struck Cerro Carpich at 4,000 ft., 6 minutes after leaving the airport at Tingo Maria.","Carpish, Peru",-9.7212373,-76.0981067,POINT (-9.7212373 -76.0981067)
1994,3/2/1994,17:59,Continental Airlines,795,0,"The aircraft overran the runway and came to rest at the edge of the east river, after an aborted takeoff. Failure to turn on the pilot/static heat system resulting in erroneous air speed indication. Though heavily damaged, the plane was repaired and put back into service.","New York, New York",40.7127281,-74.0060152,POINT (40.7127281 -74.00601519999999)
1994,3/8/1994,14:54,Sahara,,4,Crashed during touch-and-go exercises. Application of wrong rudder by trainee pilot  during engine failure exercise. Captain did not guard/block the rudder control and give clear commands as instructor so as to obviate the application of wrong rudder control by the trainee pilot.,"New Delhi, India",28.6141793,77.2022662,POINT (28.6141793 77.2022662)
1994,3/14/1994,,Military - U.S. Air Force,,8,Crashed into sea after a shell exploded in one of the gun barrells.,"Malindi, Kenya",-3.2165987,40.1165933,POINT (-3.2165987 40.1165933)
1994,3/17/1994,22:30,Military - Iranian Air Force,-,32,Shot down with a missile by Armenian forces while en route.,Nag,21.09479585,79.04484526,POINT (21.09479585 79.04484526403191)
1994,3/18/1994,1:56,Salair,,2,"The cargo plane lost a right engine during takeoff. The plane tried to return to the airport but crashed. The failure of the pilot-in-command to maintain airspeed. Factors to the accident were: cylinder fatigue, dark night and stall encountered.","Spokane, Washington",47.6571934,-117.4235106,POINT (47.6571934 -117.4235106)
1994,3/18/1994,11:43,Chalk's International Airlines,,2,"After discharging passengers the sea plane took off, the nose pitched up and crashed. Failure of the pilot-in-command to assure the bilges were adequately pumped free of water, which resulted in the aft center of gravity limit to be exceeded, and failure of the aircrew to follow the checklist. A factor related to the accident was the water leak.","Key West, Florida",24.5625566,-81.7724368,POINT (24.5625566 -81.77243680000002)
1994,3/21/1994,17:54,Aurukun Air Services,,6,"Lost an engine while taking off and then lost a second engine and crashed 1,300 ft. beyond the runway.","Weipa, Australia",-12.6386641,141.8710861,POINT (-12.6386641 141.8710861)
1994,3/23/1994,0:57,Aeroflot Russian International Airways,593,75,"The aircraft crashed after a captain allowed his child to manipulate the controls of the plane. The pilot's 11 year old daughter and 16 year old son were taking turns in the pilot's seat. While the boy was flying, he inadvertently disengaged the autopilot linkage to the ailerons and put the airliner in a bank of 90 degrees which caused the nose to drop sharply. The co-pilot pulled back on the yoke to obtain level flight but the plane stalled. With his seat pulled all the way back, the co-pilot in the right hand seat could not properly control the aircraft. After several stalls and rapid pull-ups the plane went into a spiral descent. In the end the co-pilot initiated a 4.8g pull-up and nearly regained a stable flight path but the aircraft struck the ground in an almost level attitude killing all aboard. The aircraft was named Glinka, after Mikhail Glinka, the father of Russian music.","Mezhdurechensk, Russia",53.6863763,88.0703443,POINT (53.68637629999999 88.0703443)
1994,4/3/1994,16:36,Air Taxi - El Aero Services Inc.,,5,"The helicopter crashed shortly after takeoff. The ingestion of foreign material (snow) in the engine, which resulted in a flameout (loss of engine power). Factors related to the accident were: the adverse weather conditions (snow falling & high density altitude), the lack of snow covers to protect the engine intakes while parked and awaiting for the weather conditions to improve, improper planning/decision by the pilot and the company/operator management, inadequate information in the flight manual, and the lack of suitable terrain for an emergency landing.","Lamoille, Nevada",40.7279826,-115.4783929,POINT (40.7279826 -115.4783929)
1994,4/4/1994,14:46,KLM Cityhopper,433,3,"Shortly after taking off, due to a false warning light, the captain idled one engine (contrary to the checklist) and  assumed they had an engine problem and returned to the airport. While attempting to land, the aircraft rolled to the right, pitched up, stalled and crashed. Inadequate use of the flight controls during an asymmetric go-around resulting in loss of control. Contributing factors were insufficient understanding of the flightcrew of the SAAB 340B engine oil system, lack of awareness of the consequences of an aircraft configuration with one engine in flight idle and poor crew resource management.","Amsterdam, Netherlands",52.3745403,4.897975506,POINT (52.3745403 4.89797550561798)
1994,4/6/1994,20:20,Rwanda Government,,12,"Shot down by a missile. President of Burundi, Cyprien Ntaryamira and president of Rwanda, Juvenal Habyarimana were killed.","Kigali, Rwanda",-1.950851,30.061507,POINT (-1.950851 30.061507)
1994,4/6/1994,,TAME,,17,"Struck Mt. Lozan, at 13,400 ft. which was obscured by clouds 47 minutes after taking off. Controlled flight into terrain.","Ambato, Ecuador",-1.2422461,-78.6292567,POINT (-1.2422461 -78.6292567)
1994,4/14/1994,9:25,Military - U.S. Army / Military U.S. Army,,26,Shot down by friendly fire during the Gulf War. Thirteen killed on each helicopter.,Northern Iraq,32.9987448,40.9993039,POINT (32.9987448 40.9993039)
1994,4/25/1994,,Dirgantara Air Services,,11,Crashed into Mt. Saran 30 minutes before it was scheduled to land in poor weather condtions.,"Nanga Pinoh, Indonesia",-0.4080167,111.7375341,POINT (-0.4080167 111.737534129884)
1994,4/26/1994,20:16,China Airlines (Taiwan),140,264,"While on ILS approach to Nagoya Airport, at an altitude of 1,000 feet, the first officer inadvertently triggered the TOGA (take-off-go-around) lever. The crew tried to override this situation by turning off the autothrottle and reducing air speed. The aircraft stalled, hit the runway tail first and burst into flames. The plane crashed because of an extreme out of trim configuration brought about by the fact that the tailplane setting had moved automatically and undetected to a maximum nose-up position. The plane climbed at a steep angle until it stalled. The crew could have saved the aircraft even in the final seconds had they reverted to basic flight procedures and switched off the autopilot.","Komaki, Aichi, Japan",35.3066073,136.934098,POINT (35.3066073 136.934098)
1994,5/7/1994,,Rico Taxi Aero,,8,The aircraft was destroyed when it undershot the runway during a visual approach to Sao Gabriel and stuck trees.,"Sao Gabriel, Brazil",-30.334214,-54.3227149,POINT (-30.33421400000001 -54.32271489999999)
1994,5/23/1994,10:55,Arall,,4,Crashed while making an emergency landing following engine trouble.,"Loma Linda, Colombia",9.8330548,-73.7885558,POINT (9.833054800000001 -73.7885558)
1994,5/28/1994,7:38,Transoriente Colombia,,7,Crashed shortly after taking off after double engine failure.,"Villavicencio, Colombia",4.1315113,-73.6206667,POINT (4.1315113 -73.6206667)
1994,6/2/1994,18:00,Military - Royal Air Force,,29,The helicopter crashed into The Mountain of the Stone Slab at an elevation of 800 ft. Pilot error in proceeding towards high ground in heavy fog below a safe altitude.,"Campbeltown, Scotland",55.4241858,-5.6051005,POINT (55.4241858 -5.6051005)
1994,6/6/1994,8:20,China Northwest Airlines,2303,160,The plane broke-up in flight 10 minutes after taking off. Auto-pilot induced oscillations caused the aircraft to shake violently. The autopilot yaw-channel was accidentally connected to the bank control and the bank-channel to the yaw controls.,"Xi'an, China",34.3468421,108.9365887,POINT (34.3468421 108.9365887)
1994,6/13/1994,18:50,Aerolineas Cuahonte,,9,The aircraft flew into high ground during a go-around. The accident happened in darkness and in poor weather with rain and heavy clouds. The accident was attributed to the pilot's failure to follow the established go-around procedure correctly.,"Uruapan, Mexico",19.40604335,-102.03429,POINT (19.40604335 -102.034290046219)
1994,6/18/1994,6:25,TAESA,,12,The aircraft crashed in poor weather conditions 0.8 nm south of the threshold of runway 1R at Dulles International Airport while attempting a ILS landing. Poor airmanship and relative inexperience of the captain in initiating and continuing an unstabilized instrument approach that led to a descent below the authorized altitude without visual contact with the runway environment. Contributing to the cause of the accident was the lack of a GPWS on the airplane.,"Chantilly, Virginia",38.8941543,-77.4311513,POINT (38.8941543 -77.4311513)
1994,6/18/1994,12:20,Merpati Nusantara Airlines,,12,"The aircraft struck Mt. Kalora at 2,300 feet while on a visual approach to Palu. The accident happened in generally good weather but with reduced visibility in clouds and haze at the mountain.","Mt. Kalora, Indonesia",-0.9578676,119.7496049,POINT (-0.9578675999999999 119.7496049)
1994,6/26/1994,19:35,Air Ivorie,777,17,Crashed on approach 3 miles short of the runway into a wooded area with flaps and landing gear still retracted.,"Abidjan, Ivory Coast",5.320357,-4.016107,POINT (5.320357 -4.016107)
1994,6/29/1994,,Military - Dostum-Galboddin Militia,,50,Shot down by Afghan troops.,"Logar, Afghanistan",34.0653595,69.160172,POINT (34.0653595 69.160172)
1994,6/30/1994,17:41,Airbus Industrie,129,7,"The plane crashed after demonstrating a simulated engine failure on takeoff. Caused by a number of factors relating to the test and actions of the crew none of which singley would have caused the crash. Unexpected mode transition to altitude acquire mode during a simulated  engine failure resulted in excessive pitch, loss of airspeed, and loss of control. Pitch attitude protection not provided in altitude acquire mode.","Toulouse-Blagnac, France",43.631586,1.363493697,POINT (43.631586 1.36349369695019)
1994,7/1/1994,8:30,Air Mauritanie,625,80,"The plane crash landed on the runway in adverse weather, after a second landing attempt, breaking the landing gear and sliding off the side of the runway.","Tidjikja, Mauritania",18.5545158,-11.4325834,POINT (18.5545158 -11.4325834)
1994,7/2/1994,18:43,USAir,1016,37,The aircraft crashed into trees and a private residence after a  missed approach during adverse weather conditions. Microburst induced windshear. Crew's inability to recognize windshear and microburst conditions.  The flightcrew's decision to continue an approach into severe convective activity that was conducive to a microburst. The flightcrew's failure to recognize a windshear situation in a timely manner. The flightcrew's failure to establish and maintain the proper airplane attitude and thrust setting necessary to escape the windshear. The lack of real-time adverse weather and windshear hazard information dissemination from air traffic control.,"Charlotte, North Carolina",35.2270869,-80.8431268,POINT (35.2270869 -80.84312679999999)
1994,7/14/1994,15:36,Air Taxi - Papillion Helicopters Ltd.,,3,"The helicopter crashed into the water. All survived but were not equipped with life vests and 3 passengers drowned. Failure of the engine-driven fuel pump, which resulted in the loss of power, and the lack of aircraft flotation equipment. Factors related to the accident were: flight over water adjacent to terrain that afforded no suitable forced landing site, and the lack of a passenger briefing by the operator on the location and operation of life preservers","Hanalei, Hawaii",22.2029937,-159.4956949,POINT (22.2029937 -159.4956949)
1994,7/17/1994,21:45,Air Martinique,,6,Crashed into high ground while on approach to land.,"Fort de France, Martinique",14.6367927,-61.01582685,POINT (14.6367927 -61.0158268506373)
1994,7/17/1994,,Sankuru Air Service,,5,Ran off the end of the runway and crashed. The crew used the normal and emergency brake systems at the same time which resulted in the aircraft having no brakes at all.,"Boma, Democratic Republic Congo",-5.829994,13.049994,POINT (-5.829994 13.049994)
1994,7/19/1994,16:30,Alas Chiricanas,,21,Crashed on a wooded hillside shortly after taking off from Colon after a bomb exploded aboard.,"Colon, Panama",9.3553005,-79.8974085,POINT (9.3553005 -79.8974085)
1994,7/26/1994,,Airfast Services,,18,The helicopter crashed 5 minutes after taking off from Kilo Lima.,"East Kalimantan, Indonesia",0.7884397,116.2419977,POINT (0.7884397 116.2419977)
1994,8/5/1994,8:50,Military - Russian Air Force,,47,Crashed and burned while attempting to land with an engine fire in poor visibility and heavy rain.,"Boda, Russia",60.185,19.80472,POINT (60.185 19.80472)
1994,8/7/1994,13:55,Air Taxi - Uyak Air Services Inc.,,6,Continued VFR flight into IMC.,"Kodiak, Alaska",57.79,-152.4072222,POINT (57.79 -152.4072221999999)
1994,8/10/1994,11:22,Korean Airlines,2033,0,The aircraft overran the runway and caught fire while landing during adverse weather conditions.  The approach was flown with slats/flaps at 15/20 degrees due to suspected windshear. Crew error. There was a struggle and argument between the captain and co-pilot during the last seconds of the landing as to whether they should go-around.,"Cheju, South Korea",33.3939924,126.5626653,POINT (33.3939924 126.5626653)
1994,8/11/1994,17:00,Air Taxi - Talon Air Services Inc.,,3,The pilot flew into a blind box canyon and crashed while attempting to turn around. Improper in-flight planning /decision by the pilot and his failure to remain clear of mountainous terrain. The box canyon and proximity of mountains were related factors.,"Alsworth, Alaska",60.173461,-154.3199007,POINT (60.173461 -154.31990067472)
1994,8/12/1994,21:05,Air Taxi - National Helicopters,,3,The non-instrument rated commercial pilot was en route at 2000 feet msl on a night VFR flight when he reported an inadvertent encounter with instrument meteorological conditions. The helicopter (N124NH) subsequently crashed in a wooded area while in a steep descent. Continued VFR flight into IMC.,"Whiting, New Jersey",39.9545613,-74.3784815,POINT (39.95456129999999 -74.37848149999998)
1994,8/21/1994,,Royal Air Maroc,630,44,"The aircraft entered a steep dive from 16,000 ft. and crashed 10 minutes after taking off from Agadir. The pilot was blamed for disconnecting the autopilot and deliberately causing the crash and committing suicide. This was challenged by the Moroccan Pilot's Union.","Agadir, Morocco",30.4211144,-9.5830626,POINT (30.4211144 -9.583062599999998)
1994,9/8/1994,19:03,USAir,427,132,"While on approach, the aircraft went into a sudden nose dive from 6,000 ft. and crashed into a wooded ravine 6 miles northwest of Pittsburgh International Airport. The accident was caused by a loss of control of the aircraft resulting from the movement of the rudder surface to its blowdown limit or an uncommanded rudder reversal. The rudder surface deflected in a direction opposite to that commanded by the pilots as a result of a jam of the main rudder PCU servo valve secondary slide to the servo valve housing offset from its neutral position and overtravel of the  primary slide. The most likely sequence of events that led up to the accident included the jamming of the PCU servo valve, the application of light left rudder followed by hard right rudder which caused the rudder to reverse in the opposite direction the pilot commanded it to go.  The application of hard right rudder was possibly initiated because the plane flew into the wake vortex of a B-727 which rolled the plane to the left.  Rudder hardover is normally corrected with the stick (ailerons) but because the plane was flying at the crossover speed of 190 knots with flaps 1, using the stick would not correct the situation. When the right rudder was applied the rudder went to its fullblown left position causing the plane to roll further left, stall and go into a dive. Some speculate if the pilot-in-command pushed forward on the yoke to gain some speed rather than pull back, the accident possibly could have been avoided. Blame was not placed on the crew because there was no mention of this type of recovery by the manufacturer nor was there any training for such an occurrence.","Aliquippa, Pennsylvania",40.6102386,-80.267726,POINT (40.6102386 -80.267726)
1994,9/13/1994,12:05,Aerocontroctors - Charter,,3,"The aircraft few into the side of a hill during heavy rain, high winds and severe turbulence.","Abuja, Nigeria",9.0643305,7.4892974,POINT (9.064330499999999 7.4892974)
1994,9/17/1994,11:48,Pacific Coastal Airlines,,3,Just as the plane took off there was a pitch-up and stall resulting in the plane crashing into the water. The down elevator control cable failed at station 367 due to corrosion. The failure resulted from salt water induced corrosion. The aircraft had recently undergone a periodic inspection but the damage had apparently not been discovered.,"Fish Egg Inlet, Canada",51.62226405,-127.7778121,POINT (51.62226405 -127.777812062335)
1994,9/18/1994,8:07,Oriental Airlines,,5,"After circling for almost an hour and a half and aborting four landing attempts in adverse weather conditions, the aircraft ran out of fuel and crashed.","Tamanrasset, Algeria",24.3753438,4.3208436,POINT (24.3753438 4.320843599999999)
1994,9/23/1994,19:15,Heavylift Cargo Airlines,,6,"The cargo plane lost control shortly after becoming airborne, began losing altitude and ditched 500 meters from the runway. The No. 4 prop pitch control system failed.","Kowloon Bay, Hong Kong",22.3234673,114.2140676,POINT (22.3234673 114.214067552407)
1994,9/26/1994,17:37,Cheremshanka Airlines,,28,"After three landing attempts at Tura, the crew diverted to Vanavarva because of bad weather. The aircraft ran out of fuel and crashed on a river bank about 40 km from Vanavera.","Vanavera, Russia",40.232044,-84.408822,POINT (40.232044 -84.408822)
1994,9/28/1994,,TAM Paraguay,,1,Crashed after experiencing engine failure.,"Bahia Negra, Paraguay",-20.2308712,-58.1690716,POINT (-20.2308712 -58.1690716)
1994,9/30/1994,11:10,Arsenyev Aviation Production Association,,8,"The cargo plane failed to gain altitude, overran the runway and crashed. Crew error.","Chaibukha, Russia",61.8033233,160.4191452,POINT (61.8033233 160.4191452)
1994,10/8/1994,15:45,SELVA,,10,"The cargo plane landed short of the runway bounced, collapsed the landing gear, veered off the runway and crashed into another plane and vehicles.","Mitu, Colombia",1.2523268,-70.2308883,POINT (1.2523268 -70.23088829999999)
1994,10/12/1994,22:50,Iran Asseman Airlines,746,66,"Thirty-five minutes after taking off from Isfahan, the aircraft made an uncontrolled descent after losing power in both engines and crashed into a mountain.","Krakas Mountains, near Natanz , Iran",30.945,51.44,POINT (30.945 51.44)
1994,10/14/1994,22:00,Military - Brazilian Air Force,,21,"Exploded in mid air while en route, 60 km northeast of Brasilia. A load of munitions being carried on the aircraft exploded.","Formoso do Aragala, Brazil",-14.951945,-46.232966,POINT (-14.951945 -46.232966)
1994,10/26/1994,,Military - Angolan Air Force,,22,Shot down by rebel forces.,"Cuito, Angola",-12.4223551,15.7581213,POINT (-12.4223551 15.7581213)
1994,10/29/1994,10:32,Yakutavia,,7,Pitched up and crashed on takeoff. Overweight and improperly loaded.,"Batagaj, Russia",67.654907,134.635071,POINT (67.65490699999999 134.635071)
1994,10/29/1994,21:30,Aeronica,,23,The cargo plane suddenly pitched down and collided with a hill. Icing.,"Ust'-Ilimsk, Russia",57.959473,102.734192,POINT (57.959473 102.734192)
1994,10/31/1994,15:59,American Eagle,4184,68,"The aircraft was in a holding pattern and was descending to a newly assigned altitude of 8,000 feet when it experienced an uncommanded roll and excursion and crashed during a rapid descent. Icing. The design of the rubber de-icing boot was insufficient to deal with icing on the wings. Sudden and unexpected aileron hinge movement reversal, that occurred after a ridge of ice accreted beyond the deice boots while the airplane was in a holding pattern during which it intermittently encountered supercooled cloud and drizzle/rain drops, the size and water content of which exceeded those described in the icing certificication envelope. The airplane was susceptible to this loss of control and the crew was unable to recover. Contributing factor was the French Directorate General for Civil Aviation's inadequate oversight of the ATR42 and ATR 72, and its failure to take the necessary corrective action to ensure continued airworthiness in icing conditions and failure to provide the FAA with timely airworthiness information developed from previous ATR incidents and accidents in icing conditions.","Roselawn, Indiana",41.151458,-87.28567485,POINT (41.151458 -87.2856748480322)
1994,11/1/1994,,Transportes Aereos Pegaso,,14,Crashed into the sea off of Cozumel while en route in poor weather condtions.  Fuel exhaustion.,"Cozumel, Mexico",20.4317585,-86.92027457,POINT (20.4317585 -86.9202745659766)
1994,11/4/1994,,Trigana Air Service,,4,"The cargo plane crashed into a mountain a 4,000 ft.","Nabire, Indonesia",-3.2048097,135.9754943,POINT (-3.2048097 135.975494347338)
1994,11/5/1994,,SA Amazonica,,6,"The pilot delayed landing to avoid a pedestrian on the runway, overran the runway and crashed into Saposoa River breaking up.","Saposa, Peru",40.755684,-86.06752,POINT (40.755684 -86.06752)
1994,11/16/1994,2:40,Ameriflight,,1,"While en route, the cargo plane made an uncontrolled descent and crashed. Loss of aircraft control at night by the pilot for unknown reasons.","Avenal, California",36.0041223,-120.1290272,POINT (36.0041223 -120.1290272)
1994,11/22/1994,11:40,Southwest Air,,7,Crashed into a mountain in poor weather conditions.,Papua New Guinea,-5.6816069,144.2489081,POINT (-5.6816069 144.2489081)
1994,11/22/1994,22:03,Trans World Airlines / Private,,2,"During its takeoff roll, the DC-9 collided with the Cessna, which was waiting for clearance to take off.  The ground collision took place in the fog. The Cessna pilot mistakenly thought he had clearance to enter the runway. Two aboard the Cessna were killed, none were killed aboard the DC-9.","Bridgeton, Missouri",38.7669954,-90.4115057,POINT (38.7669954 -90.41150570000001)
1994,11/25/1994,,Military - Angolan Air Force,,22,Shot down by UNITA rebel forces.,"Cuito, Angola",-12.4223551,15.7581213,POINT (-12.4223551 15.7581213)
